FACILITY NAME,ALT_FAC_NAME,UNIT NAME,CLASS,TYPE,REGION,PSGC_1,PROVINCE,PSGC_2,CITY/MUNICIPALITY,PSGC_3,BARANGAY,PSGC_4,STREET ADDRESS,UPDATED TEL NUMBER,Latitude,Longitude,EMAIL,SCHEDULE,WEBSITE,FB,COMMENTS,CONTRIBUTOR,SOURCE,
Heart of Jesus Hospital,,,,Identified HIV Testing/Counselling Facility,Region III,,Nueva Ecija,,San Jose City,,,,"Sobrepeña Drive, Barangay Rafael Rueda Sr., San Jose City, Nueva Ecija",63 44 5111282; 63 44 9583463; 63 44 9589108,15.795744,120.991187,heartofjesushospital@yahoo.com.ph,,http://heartofjesushospital.com/,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Talavera General Hospital,Dr. Paulino J. Garcia Memorial Research and Medical Center Talavera Ext.,Talavera's Hope,Government,Treatment Hub,Region III,,Nueva Ecija,,Talavera,,,,"Maestrang Kikay District, Talavera, Nueva Ecija",63 44 4631166; 63 9358124776; 63 9218881119,15.584331,120.920203,teh_talavera@yahoo.com,Mo-Fr 08:00-17:00,X,https://facebook.com/TalaveraGen/,Region 3 based clients can also contact the Central Luzon Regional PLHIV Support Network - 0923 735 7261 or 0923 520 8672 (8am-10pm),,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Veteran Regional Hospital,,,Government,Identified HIV Testing/Counselling Facility,Region III,,Nueva Viscaya,,Bayombong,,,,"National Highway, Magsaysay Bayombong, Nueva Viscaya",63 78 8053561 loc. 111; 63 78 8053560,16.484059,121.134446,,,,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Angeles City Reproductive Health and Wellness Center,Bale Angeleno,,Government,Primary HIV Care Facility,Region III,,Pampanga,,Angeles City,,,,"C. Surlast., Sta. Maria, Balibago, Angeles, 2009 Pampanga",63 9260726899; 63 9325479455,15.164726,120.588625,baleangeleno@gmail.com,Mo-Fr 08:00-17:00,,,Region 3 based clients can also contact the Central Luzon Regional PLHIV Support Network - 0923 735 7261 or 0923 520 8672 (8am-10pm),Sedric Suringa,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Angeles University Foundation Medical Center,,,,Identified HIV Testing/Counselling Facility,Region III,,Pampanga,,Angeles City,,,,"Angeles City, Pampanga",63 45 6252999,15.14492,120.595144,info@aufmc.com.ph,,https://aufmc.com.ph/,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Hi-Precision Diagnostics (Angeles Branch),,,Private,Identified HIV Testing/Counselling Facility,Region III,,Pampanga,,Angeles City,,,,"McArthur Hi-Way Corner Angeles Magalang Road Sto. Cristo, Angeles City",63 9338193862; 63 45 3222211; 63 45 6246227; 63 45 3222111,15.142541,120.596991,info@hi-precision.com.ph,Mo-Sa 06:00-16:00,https://www.hi-precision.com.ph/branch/Angeles,,,Papu Torres / Sedric Suringa,https://www.webbline.com/hiv-testing-centers/,
Apalit Doctors Hospital,ADHope Unit,,Private,Treatment Hub,Region III,,Pampanga,,Apalit,,,,"Gonzales Ave, San Juan, Apalit, Pampanga",63 9362724170; 63 9432880323; 63 9338263741,14.95241,120.763796,cathyap_caylo@yahoo.com,Mo-Tu 08:00-17:00; Th-Sa 08:00-17:00,X,https://facebook.com/apalitdoctors/,Region 3 based clients can also contact the Central Luzon Regional PLHIV Support Network - 0923 735 7261 or 0923 520 8672 (8am-10pm),Mikko,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Pampanga Medical Specialist Hospital,,,,Identified HIV Testing/Counselling Facility,Region III,,Pampanga,,Guagua,,,,"Guagua, Pampanga",63 45 4557674 loc. 152,14.972586,120.606156,info@pmsh.com.ph,,https://pmsh.com.ph/,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Centralle Medical (Mabalacat Branch),,,Private,Identified HIV Testing/Counselling Facility,Region III,,Pampanga,,Mabalacat,,,,"Dau Exit, Dau Mabalacat",63 45 86240533; 63 45 86241024,15.178292,120.588324,,Mo-Sa 07:00-17:00,http://centrallemedical.com/,,,,https://www.webbline.com/hiv-testing-centers/,
Mabalacat Regional Health Unit II,Amlat Balacat,,Government,Primary HIV Care Facility,Region III,,Pampanga,,Mabalacat,,,,"Lourdes Circle, Samsonville, Dau, Mabalacat City",63 9991067475; 63 9260726596; 63 9265021732; 63 9152320798; 63 3313746; 63 9269458541,15.174813,120.586458,,Mo-Fr 08:00-17:00,x,https://www.facebook.com/AMLAT-Mabalacat-Primary-HIV-Care-Clinic-112746583423426,Region 3 based clients can also contact the Central Luzon Regional PLHIV Support Network - 0923 735 7261 or 0923 520 8672 (8am-10pm),,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
The JPM LGBTQ Lounge,,,NGO,Identified HIV Testing/Counselling Facility,Region III,,Pampanga,,Mabalacat,,,,"103-E Roxas Street, Mabalacat, Pampanga",63 9561429240,15.171823,120.587994,jpmofficial@juanpositivemovement.com,,X,https://facebook.com/JPMLGBTQlounge/,,Mikko Tamura,https://www.webbline.com/hiv-testing-centers/,
"Family Planning Organization of the Philippines - CAPUTOL
CARES",,,ngo,Primary HIV Care Facility,Region III,,Pampanga,,San Fernando,,,,"39 Rizal Ave, Bgy Maimpis, San Fernando Pampanga","63 9323194911; 63 9959720968; 
63 9209815156; 63 9232529712",15.06768,120.651139,,,,,,,,
Diaserv Diagnostic Laboratory,,,,Identified HIV Testing/Counselling Facility,Region III,,Pampanga,,San Fernando City,,,,"#12 Zamora Street, Davsan Sindalan 2000, San Fernando, Pampanga",63 9663727729,15.076451,120.639906,diaserv_2000@yahoo.com,M0-Sa 05:00-16:00,x,https://facebook.com/DiaservDiagnosticLab/,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Hi-Precision Diagnostics (San Fernando Branch),,,Private,Identified HIV Testing/Counselling Facility,Region III,,Pampanga,,San Fernando City,,,,"Unit 101-103 GOP Bldg., McArthur High-way cor. Doña Consolacion St. Brgy. Dolores, San Fernando, Pampanga","63 9338193863; 63 9178622630;
63 45 4098352",15.043297,120.675286,info@hi-precision.com.ph,Mo-Sa 06:00-15:00,https://www.hi-precision.com.ph/branch/SanFernando,,,Papu Torres,https://www.webbline.com/hiv-testing-centers/,
Jose B. Lingad Memorial Regional Hospital,Bahay LInGAD,,Government,Treatment Hub,Region III,,Pampanga,,San Fernando City,,,,"Brgy. San Dolores, San Fernando, Pampanga",63 45 4356801; 63 9336215028; 63 45 4356801 loc. 122,15.034528,120.684636,jblmgh_2012@yahoo.com.ph,Mo-Fr 08:00-17:00; Sa 08:00-12:00,,,Region 3 based clients can also contact the Central Luzon Regional PLHIV Support Network - 0923 735 7261 or 0923 520 8672 (8am-10pm),,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Mother Teresa of Calcutta Medical Center,,,,Identified HIV Testing/Counselling Facility,Region III,,Pampanga,,San Fernando City,,,,"City of San Fernando, Pampanga",63 45 6363470,15.065101,120.652448,,,,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Our Lady of Mt. Carmel Medical Center,,,,Identified HIV Testing/Counselling Facility,Region III,,Pampanga,,San Fernando City,,,,"Km.78 Mc. Arthur Highway Brgy. Saguin, City of San Fernando, Pampanga",63 45 4352421; 63 45 4352420; 63 45 8601265; 63 45 8600993,15.096054,120.624202,info@olmcmc.com,Mo-Fr 08:00-17:00; Sa 08:00-12:00,https://olmcmc.com/,,Region 3 based clients can also contact the Central Luzon Regional PLHIV Support Network - 0923 735 7261 or 0923 520 8672 (8am-10pm),,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Rafael Lazatin Memorial Medical Center,,,,Identified HIV Testing/Counselling Facility,Region III,,Pampanga,,San Fernando City,,,,"Angeles City, Pampanga",63 45 6254495,15.146044,120.58095,,,,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
"V.L Makabali Memorial Hospital, Inc.",,,Private,Identified HIV Testing/Counselling Facility,Region III,,Pampanga,,San Fernando City,,,,"B. Mendoza St., Brgy. Sto. Rosario, City of San Fernando, Pampanga, 2000",63 45 9612234; 63 45 9612284; 63 45 9612616; 63 45 9614080; 63 45 9613521; 63 45 9612442,15.031834,120.688892,makabali_hospital@yahoo.com; hospital.makabali@gmail.com,,https://vlmakabalihospital.webs.com/,https://www.facebook.com/pg/vlmmhi/,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Concepcion District Hospital,GCH Tambayan,,Government,Treatment Hub,Region III,,Tarlac,,Alfonso Concepcion,,,,"St. Jude Village, Alfonso Concepcion,
Tarlac",63 45 9230852; 63 45 4913664; 63 9107080130; 63 45 9230642; 63 45 4913664,15.329637,120.646674,,Mo-Fr 14:00-19:00,,,,,,
Senor Sto. Nino Hospital,,,,Identified HIV Testing/Counselling Facility,Region III,,Tarlac,,Camiling,,,,"Camiling, Tarlac",63 45 9340176,15.689485,120.414474,,,,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Moncada Rural Health Unit I,Balai Moncalinga,,Government,Primary HIV Care Facility,Region III,,Tarlac,,Moncada,,,,"Poblacion 1 Moncada, Tarlac",63 45 6061417; 63 9088818284,15.733371,120.571983,,Mo-Fr 08:00-17:00,,,Region 3 based clients can also contact the Central Luzon Regional PLHIV Support Network - 0923 735 7261 or 0923 520 8672 (8am-10pm),,,
Central Luzon Doctors Hospital,,,,Identified HIV Testing/Counselling Facility,Region III,,Tarlac,,Tarlac City,,,,"San Vicente, Tarlac City",63 45 9820806,15.478009,120.587121,,,,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Jecsons Medical Center,,,,Identified HIV Testing/Counselling Facility,Region III,,Tarlac,,Tarlac City,,,,"San Nicolas, Tarlac City",63 45 9825501,15.491026,120.597335,,,,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Talon General Hospital,,,,Identified HIV Testing/Counselling Facility,Region III,,Tarlac,,Tarlac City,,,,"23 F. Tanedo Street, Tarlac City, 2300",63 45 9825415; 63 45 9821400,15.490866,120.591606,,,http://tgh.talonemi.com/,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Tarlac Provincial Hospital,TPH Cares,,Government,Treatment Hub,Region III,,Tarlac,,Tarlac City,,,,"San Vicente, Tarlac City","63 45 4918970 loc. 225, 247; 63 9289064776",15.474684,120.586515,tarlacprovincialhospital@yahoo.com,Mo-Fr 08:00-17:00,,,Region 3 based clients can also contact the Central Luzon Regional PLHIV Support Network - 0923 735 7261 or 0923 520 8672 (8am-10pm),Mikko Tamura,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
President Ramon Magsaysay Memorial Hospital,Balin Kalinga,,Government,Treatment Hub,Region III,,Zambales,,Iba,,,,"Zambales Medical Society Building (beside Eye Center
Clinic) Palanginan, Iba Zambales",63 9153966014; 63 9192442299; 63 9176196228,15.315277,119.991228,pho_zambales@yahoo.com,Mo-Fr 08:00-17:00,,,Region 3 based clients can also contact the Central Luzon Regional PLHIV Support Network - 0923 735 7261 or 0923 520 8672 (8am-10pm),,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
George Dewey Medical and Wellness Center,,,,Identified HIV Testing/Counselling Facility,Region III,,Zambales,,Olongapo City,,,,"SBFZ, Olongapo City",63 47 2527312 loc. 1026,14.774593,120.307736,,,,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
James Gordon Memorial Hospital,LEAD Shelter,,Government,Treatment Hub,Region III,,Zambales,,Olongapo City,,,,"#1 Perimeter Rd., New Asinan, Olongapo City",63 47 6024052; 63 9988627015; 63 9186606697,14.826958,120.279982,jlgmh@gmail.com,Mo-Fr 08:00-17:00,,,Region 3 based clients can also contact the Central Luzon Regional PLHIV Support Network - 0923 735 7261 or 0923 520 8672 (8am-10pm),,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
San Marcelino District Hospital,Shelter of Holistic and Positive Embrace (HOPE),,Government,Treatment Hub,Region III,,Zambales,,San Marcelino,,,,"1st/F Admin Bldg, Ntl. Rd. Sto. Domingo, San Marcelino, Zambales",63 9398630806; 63 9984161569; 63 47 9131244,14.959768,120.16817,smdh_smz@yahoo.com,"Mo-Fr 08:00-17:00, Sa 08:00-12:00",,,Region 3 based clients can also contact the Central Luzon Regional PLHIV Support Network - 0923 735 7261 or 0923 520 8672 (8am-10pm),,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
SBMA Dispensary,,,,Identified HIV Testing/Counselling Facility,Region III,,Zambales,,Subic,,,,"Subic, Zambales",63 47 2524380,14.821217,120.276717,,,,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
The Lounge,,,,Primary HIV Care Facility,Region III,,Bulacan,,San Jose Del Monte,,,,,,14.789023,121.073941,,Mo-Fr 8:00-17:00,,,,,,
Family Planning Organization of the Philippines (FPOP) Community Health Clinic,FPOP Pampanga,,,Primary HIV Care Facility,Region III,,Pampanga,,San Fernando,,,,"# 39 Purok 2, Brgy. Maimpis, City of San Fernando, Pampanga",63 44 7603450; 63 9325478488; 63 9260726900; 63 9323194911; 63 9194974927,15.067698,120.651187,fpoppampanga@gmail.com,Mo-Sa 10:00-21:00,x,https://www.facebook.com/familyplanning1969/ and https://www.facebook.com/PUSHYCAP,Region 3 based clients can also contact the Central Luzon Regional PLHIV Support Network - 0923 735 7261 or 0923 520 8672 (8am-10pm),,,
Dr. Rafael S. Tumbokon Memorial Hospital,,,Government,Treatment Hub,Region VI,,Aklan,,Kalibo,,,,"Mabini St. Kalibo, Aklan",63 36 2686299,11.705095,122.365833,drstmh@yahoo.com,24-Jul,,,,Mikko Tamura; Carmela Magayanes,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Kalibo Social Hygiene Clinic,,,Government,Identified HIV Testing/Counselling Facility,Region VI,,Aklan,,Kalibo,,,,,63 36 2685626,11.70523,122.3654,,,,,,,https://www.facebook.com/RedTentPh/posts/list-of-hiv-testing-and-counseling-centerssan-lazaro-hospitalquiricada-st-sta-cr/1909593362641522/,
Boracay Reproductive Health Center,Malay Municipal Health Office,,Government,Identified HIV Testing/Counselling Facility,Region VI,,Aklan,,Malay,,,,"Boracay Satellite Clinic, Boracay Island, Malay, Aklan",63 36 2885624,11.960969,121.927753,,Mo-Fr 08:00-17:00,,,,Carmela Magayanes,https://www.webbline.com/hiv-testing-centers/,
Culasi Rural Health Unit,,,Government,Identified HIV Testing/Counselling Facility,Region VI,,Antique,,Culasi,,,,"Bitadton Sur, Culasi, Antique",63 36 2728208,11.426021,122.055016,,Mo-Fr 08:00-17:00,,,,,webline.com/Boracay social hygiene clinic,
Antique Provincial Hospital / Angel Salazar Memorial General Hospital,Angel Salazar Memorial General Hospital,,Government,Treatment Hub,Region VI,,Antique,,San Jose de Buenavista,,,,"Tobias A. Fornier St, San Jose de Buenavista, Antique",63 36 5407133,10.753842,121.942341,amsgh.email@gmail.com,,,,,Mikko Tamura,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Bailan District Hospital,,,Government,Identified HIV Testing/Counselling Facility,Region VI,,Capiz,,Pontevedra,,,,,63 36 6340381,11.453295,122.82703,,,X,https://facebook.com/www.bdhospital.gov.ph/,,Maning,https://www.webbline.com/hiv-testing-centers/,
Roxas City Social Hygiene Clinic,,,Government,Primary HIV Care Facility,Region VI,,Capiz,,Roxas City,,,,"Bangbang Street, Roxas City Health Office, Inzo Arnaldo Village Roxas City",63 36 6210578; 63 36 6213244; 63 36 6210578; 63 36 6215686,11.585401,122.754513,,,,,,,,
Roxas Memorial Provincial Hospital,,,Government,Identified HIV Testing/Counselling Facility,Region VI,,Capiz,,Roxas City,,,,,63 36 6210823,11.588052,122.752681,,,,,,Maning,https://www.webbline.com/hiv-testing-centers/,
Family Planning Organization of the Philippines (Iloilo Branch) Community Health Care Birthing Center and Laboratory,FPOP Iloilo,,NGO,Primary HIV Care Facility,Region VI,,Iloilo,,Iloilo City,,,,"Dulalia Bldg., Brgy. Maria Clara Iloilo City",63 33 3208151; 63 9215694450; 63 9175170111,10.691827,122.568493,fpop_iloilo@yahoo.com,,X,https://facebook.com/FPOPiloilo/,,,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Jaranilla Medical Clinic,,,,Identified HIV Testing/Counselling Facility,Region VI,,Iloilo,,Iloilo City,,,,"67 Huervana St., La Paz, Iloilo City",63 33 3207507,10.712828,122.570402,,,X,https://facebook.com/JaranillaMedicalClinic/,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
St. Paul's Hospital Clinical Laboratory,,,,Identified HIV Testing/Counselling Facility,Region VI,,Iloilo,,Iloilo City,,,,"Gen. Luna St., Iloilo",63 33 3372741; 63 33 3380676,10.70197,122.566766,,,,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
The Medical City Iloilo,,i-REACT Clinic Iloilo,Private,Treatment Hub,Region VI,,Iloilo,,Iloilo City,,,,"Locsin St., Molo, Iloilo City",63 33 5001000,10.699482,122.543103,info@themedicalcity.com,,http://themedicalcityiloilo.com,,,maning,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Western Visayas Medical Center,,,Government,Treatment Hub,Region VI,,Iloilo,,Iloilo City,,,,"Q. Abeto St., Mandurriao, Iloilo City",63 33 3213544; 63 33 3211797; 63 33 3211631; 63 9338107676; 63 9127154123,10.718825,122.541789,westernvisayasmedicalcenter@yahoo.com,Mo-Fr 08:00-17:00,,,,,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Bacolod Diagnostic Center,,,Private,Identified HIV Testing/Counselling Facility,Region VI,,Negros Occidental,,Bacolod City,,,,"21st St. Medical Lane, B.S. Aquino Drive",63 34 4347598; 63 34 4349002,10.681858,122.958289,,,X,https://www.facebook.com/bdc1999//,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Bacolod Social Hygiene Clinic,,,Government,Identified HIV Testing/Counselling Facility,Region VI,,Negros Occidental,,Bacolod City,,,,"Bacolod City Health Office, Burgos Street",63 34 4348584; 63 34 4344098,10.6682138,122.9563904,,,,,,Christian Constantino,https://www.webbline.com/hiv-testing-centers/,
Corazon Locsin Montelibano Memorial Regional Hospital,,,Government,Treatment Hub,Region VI,,Negros Occidental,,Bacolod City,,,,"2nd flr. OPD Bldg. Lacson St. cor Burgos, Bacolod City",63 344332697; 63 43 4331591; 63 34 7072280,10.672535,122.950736,,Mo-Sa 24/7,,,,Christian Constantino,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Dr. Pablo O. Torre Memorial Hospital Clinical Laboratory,,,,Identified HIV Testing/Counselling Facility,Region VI,,Negros Occidental,,Bacolod City,,,,"B.S Aquino Drive, Negros Occidental",63 34 4337331; 63 34 7050000 loc. 3115-3116; 63 34 4345532,10.682423,122.958206,clmmrh_coh@yahoo.com; clmmrh_hrmo@yahoo com,,,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Villanueva Clinical Laboratory,,,Private,Identified HIV Testing/Counselling Facility,Region VI,,Negros Occidental,,Bacolod City,,,,"8 16th St. Lacson, Bacolod",63 34 4335277; 63 34 4333935,10.680482,122.954241,waltervmd@yahoo.com,Mo-Fr 06:00-19:00; Sa 06:00-17:00; Su 06:30-14:00,http://villanueva-lab.com/,,,JF/Mikko,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Gov. Celestino Gallares Memorial Hospital,,,Government,Treatment Hub,Region VII,,Bohol,,Tagbilaran City,,,,"0053 Miguel Parras St, Tagbilaran City, 6300 Bohol",63 38 4114868; 63 38 4113181; 63 38 4113182; 63 38 4113183; 63 38 4113184; 63 38 4113185,9.644252,123.857166,gcgmh_bohol@yahoo.com,,,,,Iosif,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Balamban District Hospital/Cebu Provincial Hospital - Balamban,,,Government,Treatment Hub,Region VII,,Cebu,,Balamban,,,,"Malvar St, Balamban, 6041 Cebu",63 92 80000000; 63 32 4652220,10.511239,123.716355,provincialhospital.balamban@gmail.com,24-Jul,,,,Sedric Suringa,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Bantayan District Hospital,,,Government,Identified HIV Testing/Counselling Facility,Region VII,,Cebu,,Bantayan,,,,,63 32 4609330,11.171836,123.731188,,,,,,Mikko Tamura,Dugang Kasayuran - Cebu City Health Pamphlet,
Verallo Memorial Hospital,,,Government,Identified HIV Testing/Counselling Facility,Region VII,,Cebu,,Bogo City,,,,,63 32 4348400,11.046404,123.99421,,,,,,Mikko Tamura,Dugang Kasayuran - Cebu City Health Pamphlet,
Cebu Provincial Hospital - Carcar,,,Government,Treatment Hub,Region VII,,Cebu,,Carcar,,,,"Baracca St. Pob. 2 Carcar City, Cebu",63 32 4878334,10.099182,123.64379,jmpmdh_carcar@yahoo.com; cphcarcar@yahoo.com,,,,,Mikko Tamura,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Asilo De La Milagrosa - Halfway House for PLHIV,,,NGO,Identified HIV Testing/Counselling Facility,Region VII,,Cebu,,Cebu City,,,,"Gorordo Ave, Cebu City",63 32 4878334,10.31513,123.90203,,,,,,Mikko Tamura,https://www.webbline.com/hiv-testing-centers/,
Cebu (Velez) General Hospital Laboratory,,,Private,Identified HIV Testing/Counselling Facility,Region VII,,Cebu,,Cebu City,,,,"4/F Ramos St., Cebu City",63 32 2531871 loc. 58; 63 32 2536839,10.307278,123.896894,,24-Jul,,,,Sedric Suringa,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Cebu City Medical Center,,,Government,Identified HIV Testing/Counselling Facility,Region VII,,Cebu,,Cebu City,,,,,63 32 5163934,10.29785,123.89298,,,X,https://www.facebook.com/Cebu-City-Medical-Center-Official-108791864072468/,,Mikko Tamura,https://www.webbline.com/hiv-testing-centers/,
Cebu City Health Office,,Cebu City Social Hygiene Clinic,Government,Primary HIV Care Facility,Region VII,,Cebu,,Cebu City,,,,"General Maxilom Avenue Extension, Carreta, Cebu City",63 32 2326863; 63 32 2326848; 63 32 3659962; 63 9173291663; 63 9255591663; 63 32 2330987,10.308149,123.90898,ilya91663@yahoo.com,,X,https://facebook.com/cebucityshc/,,Sedric Suringa,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
"Cebu Sagrada Corazon Health Services, Inc.",,,Private,Identified HIV Testing/Counselling Facility,Region VII,,Cebu,,Cebu City,,,,"Room 310, City Savings Financial Plaza Osmena Blvd., cor. P. Burgos St., Cebu City",63 32 2551180; 63 32 2555639; 63 32 4122925; 63 32 2344042; 63 32 2321527,10.294472,123.903044,,Mo-Fr 07:30-17:00,,,,Sedric Suringa,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
"Dr. Ignacio M. Cortez General Hospital, Inc.",,,,Identified HIV Testing/Counselling Facility,Region VII,,Cebu,,Cebu City,,,,"Rizal St. Ibabao, Mandaue City",63 32 3451486; 63 32 3460810,10.329197,123.943352,,,,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Adventist Hospital Cebu,,,,Identified HIV Testing/Counselling Facility,Region VII,,Cebu,,Cebu City,,,,"400 Tres De Abril St., Cebu City",63 32 2612100; 63 32 2616082 loc. 134; 63 32 2612111,10.296114,123.887679,,,X,https://www.facebook.com/adventisthospitalcebuofficial/,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Hi-Precision Diagnostics (Capitol Cebu Branch),,,Private,Identified HIV Testing/Counselling Facility,Region VII,,Cebu,,Cebu City,,,,"WES Bldg. No. 28 J. Llorente St., Capitol, Cebu City",63 32 2560151,10.311251,123.89313,,Mo-Fr 06:00-18:00; Sa 06:00-17:00; Su 06:00-14:00,https://www.hi-precision.com.ph,,,Papu Torres,https://www.webbline.com/hiv-testing-centers/,
Hi-Precision Diagnostics (Osmena Branch),,,Private,Identified HIV Testing/Counselling Facility,Region VII,,Cebu,,Cebu City,,,,"G/F Medalle Bldg., Osmeña Blvd., Cebu City",63 9177126524; 63 9338294493; 63 32 2554131; 63 32 2554133,10.31124,123.892861,info@hi-precision.com.ph,Mo-Fr 06:00-18:00; Sa 06:00-17:00,https://www.hi-precision.com.ph,,,Papu Torres,https://www.webbline.com/hiv-testing-centers/,
LoveYourself White House,,,NGO,Primary HIV Care Facility,Region VII,,Cebu,,Cebu City,,,,"6 A. Morales St., Cebu City",63 32 3677016; 63 9620000000,10.319206,123.898892,info@loveyourself.ph,Tu-Sa 10:00-17:00,http://loveyourself.ph,https://www.facebook.com/loveyourselfwhitehouse/,,Mikko Tamura,https://www.wheninmanila.com/list-of-clinics-in-philippines-that-offer-free-hiv-testing/,
St. Peter Paul Medical Clinic,,,,Identified HIV Testing/Counselling Facility,Region VII,,Cebu,,Cebu City,,,,"458B Colon St., Cebu City",63 32 4121104; 63 32 4120940,10.297697,123.90276,,,,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Vicente Sotto Memorial Medical Center,,,Government,Treatment Hub,Region VII,,Cebu,,Cebu City,,,,"B. Rodriguez St., Cebu City",63 32 2544155; 63 32 2539891-96 loc. 102; 63 9218161065,10.30778,123.891615,vsmmc_osm@yahoo.com; vsmmctreatmenthub@gmail.com; vsmmc.kaambag@gmail.com,,http://vsmmc.doh.gov.ph,,,,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Visayas Community Medical Center,,Balay Malingkawasnon,Private,Treatment Hub,Region VII,,Cebu,,Cebu City,,,,85 Osmena Blvd. Cebu City,63 32 2533844; 63 32 2533025; 63 32 2531901,10.306387,123.89512,vcmcuccp@yahoo.com,,http://vcmc.com.ph,,,,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Cebu Provincial Hospital - Danao,,,Government,Identified HIV Testing/Counselling Facility,Region VII,,Cebu,,Danao City,,,,"National Highway, Danao City, Cebu",63 32 2620819,10.52217,124.028887,,,X,https://facebook.com/cebuprovincialhospitaldanao/,,Mikko Tamura,Dugang Kasayuran - Cebu City Health Pamphlet,
Danao City Social Hygiene Clinic,,,Government,Primary HIV Care Facility,Region VII,,Cebu,,Danao City,,,,"Danao City Hall, F. Ralota St., Poblacion",63 9176326694; 63 9330266694,10.519636,124.027267,,,,,,Mikko Tamura,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Hi-Precision Diagnostics (Mactan Branch),,,Private,Identified HIV Testing/Counselling Facility,Region VII,,Cebu,,Lapu Lapu City,,,,"MV Patalinhug Avenue Basak, Lapu Lapu City",63 32 5201142,10.289311,123.967644,,Mo-Sa 06:00-16:00,https://www.hi-precision.com.ph,,,Papu Torres,https://www.webbline.com/hiv-testing-centers/,
Lapu-Lapu City District Hospital,,,Government,Identified HIV Testing/Counselling Facility,Region VII,,Cebu,,Lapu Lapu City,,,,"Looc-Basak Rd., Lapu-Lapu City",63 32 2326848,10.301512,123.950768,info@hi-precision.com.ph,,,,,Franklin Maraya,https://www.webbline.com/hiv-testing-centers/,
Lapu-Lapu City Social Hygiene Clinic,,,Government,Identified HIV Testing/Counselling Facility,Region VII,,Cebu,,Lapu Lapu City,,,,"Inside City Health Office, near City Hall",63 32 3402584; 63 32 3405339,10.31628,123.96476,n/a,,,,,Sedric Suringa,https://www.webbline.com/hiv-testing-centers/,
